record_id,scenario_year,county,crop,depot_id,depot_name,depot_category,depot_lat,depot_lon,fertilizer_type,depot_stock_bags_est,factory_id,factory_name,coffee_society,factory_lat,factory_lon,factory_cherry_weight_kg_afa,estimated_acres,fertilizer_rate_bags_per_acre_assumed,factory_demand_bags_est,factory_storage_capacity_bags_est,vehicle_capacity_bags,trips_needed_if_single_factory,straight_line_distance_km,road_distance_km_est,travel_time_min_est,transport_cost_kes_est_one_way,route_time_limit_hours,delivery_window_days,priority_score_est,priority_class,nearest_depot_id_by_est_distance,nearest_depot_name_by_est_distance,distance_method,demand_method,source_1_factory_production,source_2_depot_network,source_3_fertilizer_rates,source_4_routing_method,data_quality_flag
R0671,2026,Kirinyaga,Coffee,D08,Togonye ACC Office Satellite Depot,county_satellite,-0.472,37.505,CAN,4100,F28,Thaita Coffee Factory,Inoi FCS,-0.50426,37.276546,981403,350.5,6,2103,6731,200,11,25.65,34.63,59.4,6234.0,8,10,0.572,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0672,2026,Kirinyaga,Coffee,D08,Togonye ACC Office Satellite Depot,county_satellite,-0.472,37.505,Lime,3600,F28,Thaita Coffee Factory,Inoi FCS,-0.50426,37.276546,981403,350.5,5,1753,6731,200,9,25.65,34.63,59.4,6234.0,8,10,0.478,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0673,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,NPK,9000,F01,Kiangoi Coffee Factory,Rung'eto FCS,-0.501303,37.373625,69519,24.8,5,124,476,200,1,26.21,35.38,60.7,6369.0,8,10,0.092,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0674,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,CAN,8200,F01,Kiangoi Coffee Factory,Rung'eto FCS,-0.501303,37.373625,69519,24.8,6,149,476,200,1,26.21,35.38,60.7,6369.0,8,10,0.098,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0675,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,Lime,7600,F01,Kiangoi Coffee Factory,Rung'eto FCS,-0.501303,37.373625,69519,24.8,5,124,476,200,1,26.21,35.38,60.7,6369.0,8,10,0.092,Low,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0676,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,NPK,9000,F02,Kainamui Coffee Factory,New Ngariama FCS,-0.472125,37.459616,386496,138.0,5,690,2650,200,4,35.58,48.04,82.4,8647.0,8,10,0.225,Medium,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0677,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,CAN,8200,F02,Kainamui Coffee Factory,New Ngariama FCS,-0.472125,37.459616,386496,138.0,6,828,2650,200,5,35.58,48.04,82.4,8647.0,8,10,0.262,Medium,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0678,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,Lime,7600,F02,Kainamui Coffee Factory,New Ngariama FCS,-0.472125,37.459616,386496,138.0,5,690,2650,200,4,35.58,48.04,82.4,8647.0,8,10,0.225,Medium,D07,Ciagini ACC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0679,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,NPK,9000,F03,Kaguyu Coffee Factory,Inoi FCS,-0.503818,37.276883,213771,76.3,5,382,1466,200,2,19.73,26.63,45.7,4793.0,8,10,0.108,Low,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0680,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,CAN,8200,F03,Kaguyu Coffee Factory,Inoi FCS,-0.503818,37.276883,213771,76.3,6,458,1466,200,3,19.73,26.63,45.7,4793.0,8,10,0.129,Low,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0681,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,Lime,7600,F03,Kaguyu Coffee Factory,Inoi FCS,-0.503818,37.276883,213771,76.3,5,382,1466,200,2,19.73,26.63,45.7,4793.0,8,10,0.108,Low,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0682,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,NPK,9000,F04,Kariko Coffee Factory,Inoi FCS,-0.497039,37.273935,800249,285.8,5,1429,5488,200,8,20.29,27.39,47.0,4931.0,8,10,0.391,Medium,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0683,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,CAN,8200,F04,Kariko Coffee Factory,Inoi FCS,-0.497039,37.273935,800249,285.8,6,1715,5488,200,9,20.29,27.39,47.0,4931.0,8,10,0.468,High,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0684,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,Lime,7600,F04,Kariko Coffee Factory,Inoi FCS,-0.497039,37.273935,800249,285.8,5,1429,5488,200,8,20.29,27.39,47.0,4931.0,8,10,0.391,Medium,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0685,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,NPK,9000,F05,Mushagara Coffee Factory,Baragwi FCS,-0.41839,37.358649,657558,234.8,5,1174,4508,200,6,32.4,43.74,75.0,7874.0,8,10,0.334,Medium,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0686,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,CAN,8200,F05,Mushagara Coffee Factory,Baragwi FCS,-0.41839,37.358649,657558,234.8,6,1409,4508,200,8,32.4,43.74,75.0,7874.0,8,10,0.397,Medium,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0687,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,Lime,7600,F05,Mushagara Coffee Factory,Baragwi FCS,-0.41839,37.358649,657558,234.8,5,1174,4508,200,6,32.4,43.74,75.0,7874.0,8,10,0.334,Medium,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0688,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,NPK,9000,F06,Gachami Coffee Factory,Baragwi FCS,-0.443407,37.368027,1318667,471.0,5,2355,9043,200,12,30.68,41.42,71.0,7455.0,8,10,0.64,High,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0689,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,CAN,8200,F06,Gachami Coffee Factory,Baragwi FCS,-0.443407,37.368027,1318667,471.0,6,2826,9043,200,15,30.68,41.42,71.0,7455.0,8,10,0.706,High,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0690,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,Lime,7600,F06,Gachami Coffee Factory,Baragwi FCS,-0.443407,37.368027,1318667,471.0,5,2355,9043,200,12,30.68,41.42,71.0,7455.0,8,10,0.64,High,D02,Kianyaga DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0691,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,NPK,9000,F07,Konyu Coffee Factory,Kabare FCS,-0.543367,37.326494,193060,69.0,5,345,1325,200,2,19.19,25.91,44.4,4664.0,8,10,0.12,Low,D05,Baricho DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0692,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,CAN,8200,F07,Konyu Coffee Factory,Kabare FCS,-0.543367,37.326494,193060,69.0,6,414,1325,200,3,19.19,25.91,44.4,4664.0,8,10,0.138,Low,D05,Baricho DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0693,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,Lime,7600,F07,Konyu Coffee Factory,Kabare FCS,-0.543367,37.326494,193060,69.0,5,345,1325,200,2,19.19,25.91,44.4,4664.0,8,10,0.12,Low,D05,Baricho DCC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0694,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,NPK,9000,F08,Thunguri Coffee Factory,Kibirigwi FCS,-0.559251,37.158225,842805,301.0,5,1505,5779,200,8,12.96,17.5,30.0,3149.0,8,10,0.51,High,D09,Sagana NCPB Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0695,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,CAN,8200,F08,Thunguri Coffee Factory,Kibirigwi FCS,-0.559251,37.158225,842805,301.0,6,1806,5779,200,10,12.96,17.5,30.0,3149.0,8,10,0.591,High,D09,Sagana NCPB Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0696,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,Lime,7600,F08,Thunguri Coffee Factory,Kibirigwi FCS,-0.559251,37.158225,842805,301.0,5,1505,5779,200,8,12.96,17.5,30.0,3149.0,8,10,0.51,High,D09,Sagana NCPB Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0697,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,NPK,9000,F09,Kiandieri Coffee Factory,Inoi FCS,-0.500398,37.283446,98015,35.0,5,175,672,200,1,20.38,27.51,47.2,4951.0,8,10,0.05,Low,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0698,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,CAN,8200,F09,Kiandieri Coffee Factory,Inoi FCS,-0.500398,37.283446,98015,35.0,6,210,672,200,2,20.38,27.51,47.2,4951.0,8,10,0.06,Low,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0699,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,Lime,7600,F09,Kiandieri Coffee Factory,Inoi FCS,-0.500398,37.283446,98015,35.0,5,175,672,200,1,20.38,27.51,47.2,4951.0,8,10,0.05,Low,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
R0700,2026,Kirinyaga,Coffee,D09,Sagana NCPB Depot,ncpb_depot,-0.666,37.205,NPK,9000,F10,Rutui Coffee Factory,Inoi FCS,-0.491453,37.280532,202521,72.3,5,362,1390,200,2,21.15,28.55,48.9,5139.0,8,10,0.104,Low,D03,Kerugoya CC Office Satellite Depot,estimated: haversine distance * 1.35 road factor; replace with OSMnx shortest_path,"estimated from AFA cherry weight proxy; assumed 2,800 kg cherry per acre; fertilizer rates from Draft National Coffee Policy",https://www.afa.go.ke/download/5226/?tmstv=1750232445,https://kirinyaga.go.ke/waiguru-launches-fertilizer-mashinani-initiative-opens-satellite-farm-inputs-depots/,https://kilimo.go.ke/wp-content/uploads/2025/09/Draft-National-Coffee-Policy-2024.pdf,https://osmnx.readthedocs.io/en/stable/user-reference.html,"Estimated for hackathon modelling; validate coordinates, stock and demand with field/OSMnx data before operational use"
